/MONTHLY/
  139  19  86  95  38  95  95  95  95  95  95  95  95  998
  140  15  15  15  77 154 154 154 154 154  77  15  15  999
  141  67  67  83  83  83 100 100 100  83  83  83  67  999
  142 200 200  67  67  67  17  17  17  50  50  50 200 1002
  143  73  73  87  87  87  87  87  87  87  87  87  73 1002
  144  92  60  60  46  58  40  45 123 130 143  97 106 1000
  145  85  78  83  83  84  81  86  85  83  86  79  86  999
  146  92  83  92  89  92  89  74  89  33  89  89  92 1003
  147  83  83  82  83  83  83  83  83  83  83  83  83  995
  148  85  77  85  82  85  82  85  85  82  85  82  85 1000
  149   0   0   0   0   0   0   0 300 700   0   0   0 1000
  150  88  84  85  70  88  81  88  88  86  76  86  80 1000
  151   0   0  19 496  30 167  26  45   0 183  13  21 1000
  152  58  59  70  58  79  91  89 103 118 142  72  62 1001
  153   0   0  57  57  57 167 167 167 110 110 110   0 1002
  154   0   0 125 125 125 125 125 125 125 125   0   0 1000
  155 160 160 160   0   0   0   0   0  40 160 160 160 1000
  156  98  90  90  90  90  90  90   0  90  90  90  90  998
  157   0   0   0   0   0   0   0   0 500 500   0   0 1000
  158  80  64  67  95  74  98 120  89 111  92  71  41 1002
  159  68  70  94 115  24  98 109  85  99  62  67 109 1000
  160 101 227  34  34  67  67 101  67  67  67  67 101 1000
  161 142  83 619  12  18  12  36  12   7  18  36   7 1002
  162 154 154 154  16  15   6   6   6 141  42 154 154 1002
  163  77   6   6   6 586  10  10  10  77  77  77  56  998
  164   0   0   0   0   0   0   0 333 333 333   0   0  999
  165   0   0   0   0   0   0   0   0 333 333 333   0  999
  166  72  74  93  80  81  90  93  94 101  75  74  73 1000
  167   0  78 113 171  41 217 101  84  47  51  74  23 1000
  168  79  78  76  97  71  71  94  75  89  87  83 101 1001
  169  83  91  82  91  99  92  65  79  93  68  68  91 1002
  170   0   0   0   0   0 110 182 185 177  90  93 163 1000
  171  20  20  20 102 139 139 139 139 139 102  20  20  999
  172   0 276 724   0   0   0   0   0   0   0   0   0 1000
  173  67   0  38  15  23  28   0   0  50 340   8 430  999
  174   0   01000   0   0   0   0   0   0   0   0   0 1000
  175  84  84  84  84  84  84  81  84  84  84  84  84 1005
  176  48  48  95  95  95  95 100  95  95  95  95  48 1004
  177  59  59  59  59 118 118 118 118 118  59  59  59 1003
  178 900   0   0   0   0   0 100   0   0   0   0   0 1000
  179  80  60  60  80  80  80  90 110  90  90 100  80 1000
  180  30  50  60  80 100  90  80 120  90 120  80 100 1000
  181  55  41 113  61  86  89  78 100 111 138  61  67 1000
  182 150  70  70  60  80  70  70 100  60  90  60 120 1000
  183  87  90  96  98  87  79  63  81  83  82  79  75 1000
  184 104  42  30  56 130 108  25   0 107 133 131 134 1000
  185  88  80  83  83  85  87  87  86  87  77  77  80 1000
  186 117 217 189  98 125 135  83  35   0   0   0   0  999
  187   3   0 186  13   0   0   0   3   3   6   8 778 1000
  188 260 260 150  80  50   0   0   0   0   0  50 150 1000
  189   0   0   0   0   0   0 220 380   0   0   0 400 1000
  190  62   0  50  62  75 124  81 137 118 105 105  81 1000
  191   0   0   0 111 111 111 111 111 111 111 111 111  999
  192  73  83  80  73  87  85  86  93  84 112  71  73 1000
  193  39  39   0   0  76 346  30 365  97   8   0   0 1000
  194 155 155   0   0   0   0   0 289   0 212 189   0 1000
  195  72  89  84  85  70  73  74  84  84  84  86 115 1000
  196 146  10  16  12  40  17  51 148 125  67 334  34 1000
  197  68  92  87 141 105 124  86  45 232   0   0  20 1000
  198  92  74  76  80  74  85  72  74 102  92  93  87 1001
  199  46  77  69  33  71 106 100  71 117 162  85  64 1001
  200 166 164 135   0   0   0   0   0   0 158 179 198 1000
  201  87  87  87  87  87  87  87  87  87  87  87  43 1000
  202 200 200   0   0   0   0   0   0   0 200 200 200 1000
  203   0   0   0   0   0   0   0   0   0   01000   0 1000
  204  80  60 100  47 107  87 113  53  67  80 120  87 1001
  205 750 250   0   0   0   0   0   0   0   0   0   0 1000
  206 200 200 200   0   0   0   0   0   0   0 200 200 1000
  207 500 190  50   0   0   0  40  70   0  20  80  50 1000
  208 180   0 170   0 160   0 160 160   0   0   0 170 1000
  209   0   0 250   0   0 250   0   0 250   0   0 250 1000
  210   0   0   0   0   0  32 127  85 159 174 218 204  999
  211   0  32  32 108  73 124  83  56 104 114 142 133 1001
  212   0   0   0   0 702 298   0   0   0   0   0   0 1000
  213   0   0   0   0 245 124  83  56 104 114 142 133 1001
  214   0   0   0  67  93 106 135 101  68 161 265   4 1000
  215   0   0   0  94 194   0  98  97 232  93 192   0 1000
  216   0   0   0   4  12  20  36   0 210 213 273 233 1001
  217  34 112 116 168  57  46  39 109  70 119  84  45  999
  218  70  73 100  68  93  87  85  89 106  94  79  55  999
  219  84  42  70  84  84  70  99  85  85  99  99  99 1000
  220  27  16  49  75 108  92  32 157 173  49  65 157 1000
  221  80  88  99 104  92  87  80  81  64  72  79  74 1000
  222  57 103 108 107  76  80  86  93  98  84  80  27  999
  223  88   0   0 353   0   0  88   0 324  88  59   0 1000
  224  21  49  69  97 111  83 153 181 139  28  69   0 1000
  225   0 111 111 111 111 111 110 111 111   0 111   0  998
  226  72  25 109  44  32 161 124 133  16  91 166  27 1000
  227  91  86  86  87  86  77  82  78  77  84  73  93 1000
  228  21  55  59  44 137 122  89 147 113  25  66 122 1000
  229 101  69  81  82  87  66  81  93  77  92  85  86 1000
  230 102  68  48  41 102 167  73  90 134  62  54  59 1000
  231  72  72 106  56  80  83 102  77  90 112  85  66 1001
  232 250 250 250   0   0   0   0   0   0   0   0 250 1000
  233  33  66  33  49 377  66  49  66  82  82  49  49 1001
  234   0 964   0   0   0  36   0   0   0   0   0   0 1000
  235   0   0   0   0 500   0   0 500   0   0   0   0 1000
  236 330 220 110   0   0   0   0   0   0 110 110 120 1000
  237  85  79  85  81  85  81  85  85  82  85  82  85 1000
  238  99  63  91  63  63  83  99  55  83  83 126  91  999
  239  91  45  91  91  91  91  91  45  91  91  91  91 1000
  240   0   0   0   0   0   0   0   01000   0   0   0 1000
  241  86  86  86  86  86  86  86  86  86  86  86  50  996
  242   0   0   0   01000   0   0   0   0   0   0   0 1000
  243   0   0   0   0 125 125 125 125 125 125 125 125 1000
  244   0   0   0   0   0   0   0   0 181 426 287 106 1000
  245 150 100 150 210  40  50  50  40  40  40  80  50 1000
  246   0   0 210 790   0   0   0   0   0   0   0   0 1000
  247   0   0   0   0   0 222 222 444 112   0   0   0 1000
  248   0   0  76  77 154 154 154 154 154  77   0   0 1000
  249  91  76  38  85  87  89  93  91  79  93  87  91 1000
  250   0   0   0   0   0   0   0  30 420 550   0   0 1000
  251 100 100 200 100 100 200 100   0 100   0   0   0 1000
  252   0 102   0   0   0   0 102   0   0  20   0 776 1000
  253   01000   0   0   0   0   0   0   0   0   0   0 1000
  254   0   0   0   0   0   0   0 200 200 200 200 200 1000
  255   0   0   0   0   0   0   0   0   0  47 469 484 1000
  256   0   0   0   0   0   0   0   0   0   0 333 667 1000
  257  85  79  85  82  85  82  85  85  82  85  82  85 1002
  258   0 152 127  25 152  63 177  76 152  51  25   0 1000
  259   0 143  57  57 114 114 114 114 172  57  57   0  999
  260  41  81 131  91  81 131  61   0  41 160  71 110  999
  261   0   0   0   0   0 200 200 200 200 200   0   0 1000
  262   0   0 100 100 100 100 100 100 100 100 100 100 1000
  263 780  26  18  24  22  18  22  17  18  14  17  24 1000
  264  49  49  49  49 458  49  49  49  49  49  49  49  997
  265  90  60   0  70 100 110 130 130 140  90  20  60 1000
  266  90  60   0  70  60  90 130 160 140  90  20  90 1000
  267  89  59   0  69  79  99 129 149 139  89  20  79 1000
  268   0   0   0   0   0 100 300 300 300   0   0   0 1000
  269  77  77 115  58  77  96  77  77  96  77  77  96 1000
  270  10 109  50  69  40 149  89  89 129  89  69 109 1001
  271 158  30  34  46 138 124  64 145 158  99   4   0 1000
  272  79  79  79  79  79  79  79  79  79  79  79 131 1000
  273  77  77  77  96  77  77  96  77  96  77  77  96 1000
  274  67  67 103 103 103  60  60  60 103 103 103  67  999
  275   0   0   0   0   01000   0   0   0   0   0   0 1000
  276  58  80 114 111 113 100  58  58  75  64  78  90  999
  277 952  48   0   0   0   0   0   0   0   0   0   0 1000
  278 957  43   0   0   0   0   0   0   0   0   0   0 1000
  279  44  62  58  81 124  95  67  52  54 151  76 136 1000
  280  34  45  95 105 119 108  68  72  92  84  80  98 1000
  281  70  87 122 122 122 109  69  69  34  54  36 105  999
  282  56  78  65 104 127  69  58  82  59 124  75 103 1000
  283 136 188 157 125  31   4   0   0   0   0 149 211 1001
  284  95  38   5  69 217 333  67  59  17  17  67  17 1001
  285  96  78 106  92 109  96  60  54  82  63  70  93  999
  286  57  56  76  42  94  71  54 104  94 112 118 122 1000
  287  18  18  43 107 311 318  16  22  22  45  10  71 1001
  288   0 250   0   0   0 500   0   0 250   0   0   0 1000
  289  89  89  94  91  78  66  67  74  72  78 101 101 1000
  290   0   0 100 100 100 100 100 100 100 100 100 100 1000
  291 141 413 262  18  28  18  18  18  18  28  18  18  998
  292   0 189 232 214  44 128  49  29   4  32  79   0 1000
  293   0   0   0   0   0 147 129  55 138 215 126 190 1000
  294 171 161 165  20 102  56  49  21  53  82  48  73 1001
  295  79  92  92 132 145 158  79  66  66  79   0  13 1001
  296   0  54   0   0   0 342 120 484   0   0   0   0 1000
  297   0   0   0   0   0   0 182 818   0   0   0   0 1000
  298   0 191   0   0   0 191 143  95 191  95  95   0 1001
  299   0 200   0   0   0 200 100 100 200  50 100  50 1000
  300   0   0   0   0   0   0  84 186 180 186 180 186 1002
  301   0   0   0   0   0   0   0   0 283 313 135 268  999
  302   0   0   0   0   0   0   0   0 867 126   7   0 1000
  303   0 218  75 113 117 113 117 117  10 121   0   0 1001
  304   0   0   0   0   0   0   0   0 240 182 325 254 1001
  305   0   0   0   0   0   0   0   0 569   0 431   0 1000
  306   0  17   0   0   0 108 165 710   0   0   0   0 1000
  307   0 214   0   0   0 214 107 214 107  36  71  36  999
  308   0 231   0   0   0 231  77 231 115  39  77   0 1001
  309   0 171 172  96 291 270   0   0   0   0   0   0 1000
  310   0   0   0   0   0  97 452 452   0   0   0   0 1001
  311   0   0   0   0   0   0   0   0   0 208 390 403 1001
  312   0   0   0  77  19   0 848  38   0  19   0   0 1001
  313  14  68 116 121 114  90 106 104  31 125  69  44 1002
  314  80  80  84  87  84  84  87  87  84  92  72  80 1001
  315  68  72  75  70  91  95  80 104  89  95  91  71 1001
  316  34  68  64  75 100 113  95  98 117 114  75  47 1000
  317  20  20  40  50 250 200 200 100  50  30  20  20 1000
  318 103  60  62  92  93  54  87 100  78  83  97  90  999
  319 420   0 290   0   0   0   0   0 160   0   0 130 1000
  320 250   0   0  60   0   0   0   0   0 440 250   0 1000
  321 258  96  31  61  61  56  34  61  74  65  91 109  997
  322  90  20   0 700  20   0   0   0  30  90  30  20 1000
  323 110 110 110  90  30  30  30  30 130 110 110 110 1000
  324  50  36  56  44  77 126 132 111 108 113  96  51 1000
  325  77  68  61  60  85 115 101  95 104 128  85  22 1001
  326  91  91  91  91  91   0  91  91  91  91  91  91 1001
  327 900 100   0   0   0   0   0   0   0   0   0   0 1000
  328  95  92  73  95  65  76  95  69  95  73  76  95  999
  329  50  50  50  50   0 100  50  50 200  50   0 350 1000
  330   0   0   0  30  73 346 346 175  30   0   0   0 1000
  331  29  31  20   6  39  35  61  82 177 235 242  43 1000
  332 147  95  82 102  84  48  71  89  57  35  76 114 1000
  333  60  50  50  60  60  60  70  80  80 120 140 170 1000
  334 105  93 102 100 109 120 119 122  94  35   0   0  999
  335 109  91  90  67  73  71  76  68  66  93  98  98 1000
  336   0   0   0   0 621   0   0 379   0   0   0   0 1000
  337 200 200   0 200 200 200   0   0   0   0   0   0 1000
  338   0 113 455 227   0   0   0 114   0   0   0  91 1000
  339  94  68  84  71  84 111 100 108  84  82  72  42 1000
  340  10   0   0   0   0   0   0   0   0 869  66  55 1000
  341  80  90  70  80  90  80  70  90  90  80  90  90 1000
  342   0   0   0   0   0 500 500   0   0   0   0   0 1000
  343   5 132  28 204  63 143  33 143  56  24 147  21  999
  344  63  64  77  69  94  89  92  92  91  91  88  92 1002
  345 125 125 125 125  63  62  63  62  63  62  63  62 1000
  346 143 169  69  97 118  91  51  56  62  61  15  68 1000
  347  50  44 171 120 132 198  66  60  67  76  16   0 1000
  348  51  71  51  82  82  82  71 163 112  82  61  92 1000
  349  99  86  89  78  83  87  79  83  81  87  91  57 1000
  350  43 107  72 334  35  55  76  47  43  58  56  74 1000
  351  38  38  29  29 256 143  29  29  67 180  76  86 1000
  352   0   0   0   0   0 100 200 200 200 200 100   0 1000
  353  80  80  80  80  85  85  85  85  85  85  85  85 1000
  354  50  40  60 100  60   0   0   0   0 270 420   0 1000
  355  60   0   0   0   1   1 102  21   0 285 530   0 1000
  356  83  83  83  83  83  83  83  83  83  83  83  87 1000
  357   0   0   0   0   0   0 250 250 250 250   0   0 1000
  358   0   0   0   0   0   0   0   0   0 333 333 333  999
  359  70  73 100  68  93  87  85  88 106  94  79  55  998
  360 441  56  40  54  48  56  48  48  48  48  64  48  999
  361  86 111 103  87  82  77  60  61  62  49  93 129 1000
  362   0 167 167 167 167 166   0 166   0   0   0   0 1000
  363 908   7  13   7   7   7   7   7  16   7   7   7 1000
  364 178  75  75  75  75  75  75  75  75  75  75  75 1003
  365 333 333   0   0   0   0   0   0   0   0   0 333  999
  366 879   4   4   5   5   5   5   5   5  74   4   5 1000
  367 208  42  11   8  19 614  15  19  11  19   8  26 1000
  368 125 118  91  62  73  84  35  78  62 137  62  74 1001
  369  66  76  80  85  83 107 114 136  71  78  52  54 1002
  370  86  69  78  96  80  78  90  80  84  85  80  92  998
  371 167 222 278  56  56  56  56  56  56   0   0   0 1003
  372 147 157 147 108  88  49  29  20  20  39  88 108 1000
  373 160 170 160 120  90  50   0   0   0  40  90 120 1000
  374 202 202 192 141   0   0   0   0   0   0 121 141  999
  375 150 150 120 100  70   0   0   0  70  90 110 140 1000
  376  89  79  99  99  89  79  50  50  99  99  79  89 1000
  377  29  38  19 147  58   0  38  86  96 451   0  38 1000
  378  85  70  85  85  85  85  85  85  85  85  85  85 1005
  379  90  88  93  93  91  86  69  64  76  89  99  66 1004
  380  13 114 316  13  84   8 190  13  84  84   8  72  999
  381  71  71  91  71  71 131  71  91  91  71  81  91 1002
  382  21  21  10  10  21 777  21  26  26  21  10  36 1000
  383 165  76  76  76  76  76  76  89  89  38  89  76 1002
  384 188 139 139 149 129  40  59   0  30 129   0   0 1002
  385 218  17  13   9  17 634   0   9  22  22   9  30 1000
  386  83  83  83  42  83  42  83  42 250  42 125  42 1000
  387 240 150  90  80  30   0   0   0  60  70 100 180 1000
  388 100 100 100 100 100   0 100 100 100 100 100   0 1000
  389  24  24  29  63  48  24  48 367 276  48  29  20 1000
  390 940  10   4   4   0   4   2  10   0   0  20   6 1000
  391 624   8  14  18  24  75  12  10  73  10 134   0 1002
  392  70  81  70   0 233  81  70  81  70 116  58  70 1000
  393 143 143 143 143   0   0   0   0   0 143 143 143 1001
  394  70   0   0 160   0   0  20  30   0  10 700  10 1000
  395 110   0   0 560   0   0   0 220   0   0 110   0 1000
  396  81   0 172 333   0  81   0  81 253   0   0   0 1001
  397   0   0 140 360   0   0 110  90 230   0   0  70 1000
  398 280   0   0 430   0   0   0   0 290   0   0   0 1000
  399 182 182 182 182   0   0 131   0  71  51  20   0 1001
  400 233   0 133   0 100   0 133  67   0 100 100 133  999
  401 217  87   0 217   0   0 348   0 131   0   0   0 1000
  402   0 124 112   0   0 213   0 101 124 112 213   0  999
  403   0   0   0   0   0   0   0 889   0 111   0   0 1000
  404   0   0   0 143 143 143 143 143 143 143   0   0 1001
  405  20  19  44  32  55  75  52  76 138 171 203 116 1001
  406  87  88  95  85  77  79  60  78  73  80  98 100 1000
  407 144 120  72   0   0   0 132 106  83  57 146 139  999
  408  93 104  83  87  69  80  87  76  80  90  76  76 1001
  409 104  95 106  89  85 103  77  71  11  81  75 103 1000
  410   0   0   0 500   0   0  60   0   0  30 410   0 1000
  411  30   0   0 160   0   0  30  20   0 430 300  30 1000
  412  33  33  67  67  67 133 133 133 100 100 100  33  999
  413 110  90  60 100  70  60  60  60  40  80 110 160 1000
  414 300 300  50   0   0   0   0   0   0   0  50 300 1000
  415  83  78  72  83  83  56  83  78 162  56  83  83 1000
  416  30  41  39  41  29  41  30  34  30  39  41 605 1000
  417  38  41  38  38  34  41  43  41  45  41  38 562 1000
  418  79  84  61  57  76  57  57  61  57  57  57 297 1000
  419   0 130   0 283 130  43 283   0   0   0 130   0  999
  420  98  69  78  99  81  81  89  79  81  84  78  81  998
  421   3  77 792   3   3   3   3 103   3   3   3   3  999
  422 852  28  12  12  12  12  12  12  12  12  12  12 1000
  423   0 131 152 141  71 141 152  71  71  71   0   0 1001
  424   0 219 243 118  60  59  60  60  59 120   0   0  998
  425 125 125 125 125   0   0   0   0 125 125 125 125 1000
  426 620  20  20  40  20  60  20  40 100  20  20  20 1000
  427 194 165 155 165  39  49  39  39  39  39  39  39 1001
  428   0   0   0   0  10 220 290 170 200 110   0   0 1000
  429 143 143 143   0   0 143   0 143 143   0   0 143 1001
  430  20   0  20   0  20   0  20   0  20   0  20 880 1000
  431  44  44  44  44  44  44 201  44  44 201 201  44  999
  432 128  83  83  41   0   0 128   0   0 128   0 409 1000
  433  80  74  78  81  67  79  85  83  92  78  97 106 1000
  434 340 190  90  80   5   0   0   0   0  25  80 190 1000
  435 341 191  90  80   2   0   0   0   0  25  80 191 1000
  436  73  73  73  93  93  93  93  93  93  73  73  73  996
  437 179 200 105  24  55  55  55  35  49  41  42 159  999
  438 170 191 101  73  52  52  52  33  46  39  40 151 1000
  439 160 182 102  84  38  33  42  40  59  52  65 143 1000
  440 163 186 104  86  39  34  43  41  60  53  66 126 1001
  441 166 166 166  42  42  42  42  42  42  42  42 166 1000
  442   0   0   0   0 185 177 185 177 185  92   0   0 1001
  443  84  72  79  82  89  86  86  83  84  86  78  92 1001
  444  55  67  61  61 294  61  74  61  80  61  61  61  997
  445 939  12   0  14  10   0   0   5   0  10   0  10 1000
  446   0   0   0   0  32 115  89 492  73  61  54  83  999
  447 229 181 181  44   0   0   0 137   0 137   0  91 1000
  448  68  71  74  76  77  96 103 110  80  76  80  88  999
  449  49  49 137  88  49  69 275  59  59  49  49  69 1001
  450 222 222 111 111   0   0   0   0   0   0 111 222  999
  451 124 114 207 207  11  24  48  60  35  35 124  11 1000
  452 111 111 111 111   0   0   0 111 111 111 111 111  999
  453  87  87  87  87  87  73  73  73  87  87  87  87 1002
  454  93  93  93  93  93  67  67  67  80  80  80  93  999
  455 100 100  83  83  83  67  67  67  83  83  83 100  999
  456  70  70  70  80  80  90 100 100 100  90  80  70 1000
  457   0   0   0  66 107 129 128 160 138 136  93  43 1000
  458  54  48  77  62  84 125 118  94  95  86  98  58  999
  459  78  78  93  74  97  74  74  93  74  74 115  74  998
  460  55 113  48  60 125  65  60 100  68 100  85 123 1002
  461  90  90  90  90  67  85  54 126  94  49  85  81 1001
  462  39  39 429  39  78  39  39  39  28  39  39 155 1002
  463 125 125 125 125 125   0   0   0   0 125 125 125 1000
  464 118 127 104  78  87  45  45  45  45  78  99 129 1000
  465  65  90 105 148 172 140 125  59  42  25  20  10 1001
  466  83  83  90  90  90  77  77  77  83  83  83  83  999
  467  83  83 100 100 100  67  67  67  83  83  83  83  999
  468 380   0   0   0   0 320   0   0   0 300   0   0 1000
  469  20 190   0 260  10  10  10  20 300 100  80   0 1000
